active,name,citymun_id/id,id
TRUE,"Adams (Pob.)",occ_configurations.res_citymun_1,res_brgy_1
TRUE,"Bani",occ_configurations.res_citymun_2,res_brgy_2
TRUE,"Buyon",occ_configurations.res_citymun_2,res_brgy_3
TRUE,"Cabaruan",occ_configurations.res_citymun_2,res_brgy_4
TRUE,"Cabulalaan",occ_configurations.res_citymun_2,res_brgy_5
TRUE,"Cabusligan",occ_configurations.res_citymun_2,res_brgy_6
TRUE,"Cadaratan",occ_configurations.res_citymun_2,res_brgy_7
TRUE,"Calioet-Libong",occ_configurations.res_citymun_2,res_brgy_8
TRUE,"Casilian",occ_configurations.res_citymun_2,res_brgy_9
TRUE,"Corocor",occ_configurations.res_citymun_2,res_brgy_10
TRUE,"Duripes",occ_configurations.res_citymun_2,res_brgy_11
TRUE,"Ganagan",occ_configurations.res_citymun_2,res_brgy_12
TRUE,"Libtong",occ_configurations.res_citymun_2,res_brgy_13
TRUE,"Macupit",occ_configurations.res_citymun_2,res_brgy_14
TRUE,"Nambaran",occ_configurations.res_citymun_2,res_brgy_15
TRUE,"Natba",occ_configurations.res_citymun_2,res_brgy_16
TRUE,"Paninaan",occ_configurations.res_citymun_2,res_brgy_17
TRUE,"Pasiocan",occ_configurations.res_citymun_2,res_brgy_18
TRUE,"Pasngal",occ_configurations.res_citymun_2,res_brgy_19
TRUE,"Pipias",occ_configurations.res_citymun_2,res_brgy_20
TRUE,"Pulangi",occ_configurations.res_citymun_2,res_brgy_21
TRUE,"Pungto",occ_configurations.res_citymun_2,res_brgy_22
TRUE,"San Agustin I (Pob.)",occ_configurations.res_citymun_2,res_brgy_23
TRUE,"San Agustin II (Pob.)",occ_configurations.res_citymun_2,res_brgy_24
TRUE,"San Andres I (Pob.)",occ_configurations.res_citymun_2,res_brgy_25
TRUE,"San Andres II (Pob.)",occ_configurations.res_citymun_2,res_brgy_26
TRUE,"San Gabriel I (Pob.)",occ_configurations.res_citymun_2,res_brgy_27
TRUE,"San Gabriel II (Pob.)",occ_configurations.res_citymun_2,res_brgy_28
TRUE,"San Pedro I (Pob.)",occ_configurations.res_citymun_2,res_brgy_29
TRUE,"San Pedro II (Pob.)",occ_configurations.res_citymun_2,res_brgy_30
TRUE,"San Roque I (Pob.)",occ_configurations.res_citymun_2,res_brgy_31
TRUE,"San Roque II (Pob.)",occ_configurations.res_citymun_2,res_brgy_32
TRUE,"San Simon I (Pob.)",occ_configurations.res_citymun_2,res_brgy_33
TRUE,"San Simon II (Pob.)",occ_configurations.res_citymun_2,res_brgy_34
TRUE,"San Vicente (Pob.)",occ_configurations.res_citymun_2,res_brgy_35
TRUE,"Sangil",occ_configurations.res_citymun_2,res_brgy_36
TRUE,"Santa Filomena I (Pob.)",occ_configurations.res_citymun_2,res_brgy_37
TRUE,"Santa Filomena II (Pob.)",occ_configurations.res_citymun_2,res_brgy_38
TRUE,"Santa Rita (Pob.)",occ_configurations.res_citymun_2,res_brgy_39
TRUE,"Santo Cristo I (Pob.)",occ_configurations.res_citymun_2,res_brgy_40
TRUE,"Santo Cristo II (Pob.)",occ_configurations.res_citymun_2,res_brgy_41
TRUE,"Tambidao",occ_configurations.res_citymun_2,res_brgy_42
TRUE,"Teppang",occ_configurations.res_citymun_2,res_brgy_43
TRUE,"Tubburan",occ_configurations.res_citymun_2,res_brgy_44
TRUE,"Alay-Nangbabaan (Alay 15-B)",occ_configurations.res_citymun_3,res_brgy_45
TRUE,"Alogoog",occ_configurations.res_citymun_3,res_brgy_46
TRUE,"Ar-arusip",occ_configurations.res_citymun_3,res_brgy_47
TRUE,"Aring",occ_configurations.res_citymun_3,res_brgy_48
TRUE,"Balbaldez",occ_configurations.res_citymun_3,res_brgy_49
TRUE,"Bato",occ_configurations.res_citymun_3,res_brgy_50
TRUE,"Camanga",occ_configurations.res_citymun_3,res_brgy_51
TRUE,"Canaan (Pob.)",occ_configurations.res_citymun_3,res_brgy_52
TRUE,"Caraitan",occ_configurations.res_citymun_3,res_brgy_53
TRUE,"Gabut Norte",occ_configurations.res_citymun_3,res_brgy_54
TRUE,"Gabut Sur",occ_configurations.res_citymun_3,res_brgy_55
TRUE,"Garreta (Pob.)",occ_configurations.res_citymun_3,res_brgy_56
TRUE,"Labut",occ_configurations.res_citymun_3,res_brgy_57
TRUE,"Lacuben",occ_configurations.res_citymun_3,res_brgy_58
TRUE,"Lubigan",occ_configurations.res_citymun_3,res_brgy_59
TRUE,"Mabusag Norte",occ_configurations.res_citymun_3,res_brgy_60
TRUE,"Mabusag Sur",occ_configurations.res_citymun_3,res_brgy_61
TRUE,"Madupayas",occ_configurations.res_citymun_3,res_brgy_62
TRUE,"Morong",occ_configurations.res_citymun_3,res_brgy_63
TRUE,"Nagrebcan",occ_configurations.res_citymun_3,res_brgy_64
TRUE,"Napu",occ_configurations.res_citymun_3,res_brgy_65
TRUE,"La Virgen Milagrosa (Paguetpet)",occ_configurations.res_citymun_3,res_brgy_66
TRUE,"Pagsanahan Norte",occ_configurations.res_citymun_3,res_brgy_67
TRUE,"Pagsanahan Sur",occ_configurations.res_citymun_3,res_brgy_68
TRUE,"Paltit",occ_configurations.res_citymun_3,res_brgy_69
TRUE,"Parang",occ_configurations.res_citymun_3,res_brgy_70
TRUE,"Pasuc",occ_configurations.res_citymun_3,res_brgy_71
TRUE,"Santa Cruz Norte",occ_configurations.res_citymun_3,res_brgy_72
TRUE,"Santa Cruz Sur",occ_configurations.res_citymun_3,res_brgy_73
TRUE,"Saud",occ_configurations.res_citymun_3,res_brgy_74
TRUE,"Turod",occ_configurations.res_citymun_3,res_brgy_75
TRUE,"Abaca",occ_configurations.res_citymun_4,res_brgy_76
TRUE,"Bacsil",occ_configurations.res_citymun_4,res_brgy_77
TRUE,"Banban",occ_configurations.res_citymun_4,res_brgy_78
TRUE,"Baruyen",occ_configurations.res_citymun_4,res_brgy_79
TRUE,"Dadaor",occ_configurations.res_citymun_4,res_brgy_80
TRUE,"Lanao",occ_configurations.res_citymun_4,res_brgy_81
TRUE,"Malasin",occ_configurations.res_citymun_4,res_brgy_82
TRUE,"Manayon",occ_configurations.res_citymun_4,res_brgy_83
TRUE,"Masikil",occ_configurations.res_citymun_4,res_brgy_84
TRUE,"Nagbalagan",occ_configurations.res_citymun_4,res_brgy_85
TRUE,"Payac",occ_configurations.res_citymun_4,res_brgy_86
TRUE,"San Lorenzo (Pob.)",occ_configurations.res_citymun_4,res_brgy_87
TRUE,"Taguiporo",occ_configurations.res_citymun_4,res_brgy_88
TRUE,"Utol",occ_configurations.res_citymun_4,res_brgy_89
TRUE,"Aglipay (Pob.)",occ_configurations.res_citymun_5,res_brgy_90
TRUE,"Baay",occ_configurations.res_citymun_5,res_brgy_91
TRUE,"Baligat",occ_configurations.res_citymun_5,res_brgy_92
TRUE,"Bungon",occ_configurations.res_citymun_5,res_brgy_93
TRUE,"Baoa East",occ_configurations.res_citymun_5,res_brgy_94
TRUE,"Baoa West",occ_configurations.res_citymun_5,res_brgy_95
TRUE,"Barani (Pob.)",occ_configurations.res_citymun_5,res_brgy_96
TRUE,"Ben-agan (Pob.)",occ_configurations.res_citymun_5,res_brgy_97
TRUE,"Bil-loca",occ_configurations.res_citymun_5,res_brgy_98
TRUE,"Biningan",occ_configurations.res_citymun_5,res_brgy_99
TRUE,"Callaguip (Pob.)",occ_configurations.res_citymun_5,res_brgy_100
TRUE,"Camandingan",occ_configurations.res_citymun_5,res_brgy_101
TRUE,"Camguidan",occ_configurations.res_citymun_5,res_brgy_102
TRUE,"Cangrunaan (Pob.)",occ_configurations.res_citymun_5,res_brgy_103
TRUE,"Capacuan",occ_configurations.res_citymun_5,res_brgy_104
TRUE,"Caunayan (Pob.)",occ_configurations.res_citymun_5,res_brgy_105
TRUE,"Valdez Pob. (Caoayan)",occ_configurations.res_citymun_5,res_brgy_106
TRUE,"Colo",occ_configurations.res_citymun_5,res_brgy_107
TRUE,"Pimentel (Cubol)",occ_configurations.res_citymun_5,res_brgy_108
TRUE,"Dariwdiw",occ_configurations.res_citymun_5,res_brgy_109
TRUE,"Acosta Pob. (Iloilo)",occ_configurations.res_citymun_5,res_brgy_110
TRUE,"Ablan Pob. (Labucao)",occ_configurations.res_citymun_5,res_brgy_111
TRUE,"Lacub (Pob.)",occ_configurations.res_citymun_5,res_brgy_112
TRUE,"Mabaleng",occ_configurations.res_citymun_5,res_brgy_113
TRUE,"Magnuang",occ_configurations.res_citymun_5,res_brgy_114
TRUE,"Maipalig",occ_configurations.res_citymun_5,res_brgy_115
TRUE,"Nagbacalan",occ_configurations.res_citymun_5,res_brgy_116
TRUE,"Naguirangan",occ_configurations.res_citymun_5,res_brgy_117
TRUE,"Ricarte Pob. (Nalasin)",occ_configurations.res_citymun_5,res_brgy_118
TRUE,"Palongpong",occ_configurations.res_citymun_5,res_brgy_119
TRUE,"Palpalicong (Pob.)",occ_configurations.res_citymun_5,res_brgy_120
TRUE,"Parangopong",occ_configurations.res_citymun_5,res_brgy_121
TRUE,"Payao",occ_configurations.res_citymun_5,res_brgy_122
TRUE,"Quiling Norte",occ_configurations.res_citymun_5,res_brgy_123
TRUE,"Quiling Sur",occ_configurations.res_citymun_5,res_brgy_124
TRUE,"Quiom",occ_configurations.res_citymun_5,res_brgy_125
TRUE,"Rayuray",occ_configurations.res_citymun_5,res_brgy_126
TRUE,"San Julian (Pob.)",occ_configurations.res_citymun_5,res_brgy_127
TRUE,"San Mateo",occ_configurations.res_citymun_5,res_brgy_128
TRUE,"San Pedro",occ_configurations.res_citymun_5,res_brgy_129
TRUE,"Suabit (Pob.)",occ_configurations.res_citymun_5,res_brgy_130
TRUE,"Sumader",occ_configurations.res_citymun_5,res_brgy_131
TRUE,"Tabug",occ_configurations.res_citymun_5,res_brgy_132
TRUE,"Ablan Sarat",occ_configurations.res_citymun_6,res_brgy_133
TRUE,"Agaga",occ_configurations.res_citymun_6,res_brgy_134
TRUE,"Bayog",occ_configurations.res_citymun_6,res_brgy_135
TRUE,"Bobon",occ_configurations.res_citymun_6,res_brgy_136
TRUE,"Buduan (Malituek)",occ_configurations.res_citymun_6,res_brgy_137
TRUE,"Nagsurot",occ_configurations.res_citymun_6,res_brgy_138
TRUE,"Paayas",occ_configurations.res_citymun_6,res_brgy_139
TRUE,"Pagali",occ_configurations.res_citymun_6,res_brgy_140
TRUE,"Poblacion",occ_configurations.res_citymun_6,res_brgy_141
TRUE,"Saoit",occ_configurations.res_citymun_6,res_brgy_142
TRUE,"Tanap",occ_configurations.res_citymun_6,res_brgy_143
TRUE,"Angset",occ_configurations.res_citymun_7,res_brgy_144
TRUE,"Barbaqueso (Pob.)",occ_configurations.res_citymun_7,res_brgy_145
TRUE,"Virbira",occ_configurations.res_citymun_7,res_brgy_146
TRUE,"Anggapang Norte",occ_configurations.res_citymun_8,res_brgy_147
TRUE,"Anggapang Sur",occ_configurations.res_citymun_8,res_brgy_148
TRUE,"Bimmanga",occ_configurations.res_citymun_8,res_brgy_149
TRUE,"Cabuusan",occ_configurations.res_citymun_8,res_brgy_150
TRUE,"Comcomloong",occ_configurations.res_citymun_8,res_brgy_151
TRUE,"Gaang",occ_configurations.res_citymun_8,res_brgy_152
TRUE,"Lang-ayan-Baramban",occ_configurations.res_citymun_8,res_brgy_153
TRUE,"Lioes",occ_configurations.res_citymun_8,res_brgy_154
TRUE,"Maglaoi Centro",occ_configurations.res_citymun_8,res_brgy_155
TRUE,"Maglaoi Norte",occ_configurations.res_citymun_8,res_brgy_156
TRUE,"Maglaoi Sur",occ_configurations.res_citymun_8,res_brgy_157
TRUE,"Paguludan-Salindeg",occ_configurations.res_citymun_8,res_brgy_158
TRUE,"Pangil",occ_configurations.res_citymun_8,res_brgy_159
TRUE,"Pias Norte",occ_configurations.res_citymun_8,res_brgy_160
TRUE,"Pias Sur",occ_configurations.res_citymun_8,res_brgy_161
TRUE,"Poblacion I",occ_configurations.res_citymun_8,res_brgy_162
TRUE,"Poblacion II",occ_configurations.res_citymun_8,res_brgy_163
TRUE,"Salugan",occ_configurations.res_citymun_8,res_brgy_164
TRUE,"San Simeon",occ_configurations.res_citymun_8,res_brgy_165
TRUE,"Santa Cruz",occ_configurations.res_citymun_8,res_brgy_166
TRUE,"Tapao-Tigue",occ_configurations.res_citymun_8,res_brgy_167
TRUE,"Torre",occ_configurations.res_citymun_8,res_brgy_168
TRUE,"Victoria",occ_configurations.res_citymun_8,res_brgy_169
TRUE,"Albano (Pob.)",occ_configurations.res_citymun_9,res_brgy_170
TRUE,"Bacsil",occ_configurations.res_citymun_9,res_brgy_171
TRUE,"Bagut",occ_configurations.res_citymun_9,res_brgy_172
TRUE,"Parado (Bangay)",occ_configurations.res_citymun_9,res_brgy_173
TRUE,"Baresbes",occ_configurations.res_citymun_9,res_brgy_174
TRUE,"Barong",occ_configurations.res_citymun_9,res_brgy_175
TRUE,"Bungcag",occ_configurations.res_citymun_9,res_brgy_176
TRUE,"Cali",occ_configurations.res_citymun_9,res_brgy_177
TRUE,"Capasan",occ_configurations.res_citymun_9,res_brgy_178
TRUE,"Dancel (Pob.)",occ_configurations.res_citymun_9,res_brgy_179
TRUE,"Foz",occ_configurations.res_citymun_9,res_brgy_180
TRUE,"Guerrero (Pob.)",occ_configurations.res_citymun_9,res_brgy_181
TRUE,"Lanas",occ_configurations.res_citymun_9,res_brgy_182
TRUE,"Lumbad",occ_configurations.res_citymun_9,res_brgy_183
TRUE,"Madamba (Pob.)",occ_configurations.res_citymun_9,res_brgy_184
TRUE,"Mandaloque",occ_configurations.res_citymun_9,res_brgy_185
TRUE,"Medina",occ_configurations.res_citymun_9,res_brgy_186
TRUE,"Ver (Naglayaan)",occ_configurations.res_citymun_9,res_brgy_187
TRUE,"San Marcelino (Padong)",occ_configurations.res_citymun_9,res_brgy_188
TRUE,"Puruganan (Pob.)",occ_configurations.res_citymun_9,res_brgy_189
TRUE,"Peralta (Pob.)",occ_configurations.res_citymun_9,res_brgy_190
TRUE,"Root (Baldias)",occ_configurations.res_citymun_9,res_brgy_191
TRUE,"Sagpatan",occ_configurations.res_citymun_9,res_brgy_192
TRUE,"Saludares",occ_configurations.res_citymun_9,res_brgy_193
TRUE,"San Esteban",occ_configurations.res_citymun_9,res_brgy_194
TRUE,"Espiritu",occ_configurations.res_citymun_9,res_brgy_195
TRUE,"Sulquiano (Sidiran)",occ_configurations.res_citymun_9,res_brgy_196
TRUE,"San Francisco (Surrate)",occ_configurations.res_citymun_9,res_brgy_197
TRUE,"Suyo",occ_configurations.res_citymun_9,res_brgy_198
TRUE,"San Marcos",occ_configurations.res_citymun_9,res_brgy_199
TRUE,"Elizabeth",occ_configurations.res_citymun_9,res_brgy_200
TRUE,"Dumalneg",occ_configurations.res_citymun_10,res_brgy_201
TRUE,"San Isidro",occ_configurations.res_citymun_10,res_brgy_202
TRUE,"Balioeg",occ_configurations.res_citymun_11,res_brgy_203
TRUE,"Bangsar",occ_configurations.res_citymun_11,res_brgy_204
TRUE,"Barbarangay",occ_configurations.res_citymun_11,res_brgy_205
TRUE,"Bomitog",occ_configurations.res_citymun_11,res_brgy_206
TRUE,"Bugasi",occ_configurations.res_citymun_11,res_brgy_207
TRUE,"Caestebanan",occ_configurations.res_citymun_11,res_brgy_208
TRUE,"Caribquib",occ_configurations.res_citymun_11,res_brgy_209
TRUE,"Catagtaguen",occ_configurations.res_citymun_11,res_brgy_210
TRUE,"Crispina",occ_configurations.res_citymun_11,res_brgy_211
TRUE,"Hilario (Pob.)",occ_configurations.res_citymun_11,res_brgy_212
TRUE,"Imelda",occ_configurations.res_citymun_11,res_brgy_213
TRUE,"Lorenzo (Pob.)",occ_configurations.res_citymun_11,res_brgy_214
TRUE,"Macayepyep",occ_configurations.res_citymun_11,res_brgy_215
TRUE,"Marcos (Pob.)",occ_configurations.res_citymun_11,res_brgy_216
TRUE,"Nagpatayan",occ_configurations.res_citymun_11,res_brgy_217
TRUE,"Valdez",occ_configurations.res_citymun_11,res_brgy_218
TRUE,"Sinamar",occ_configurations.res_citymun_11,res_brgy_219
TRUE,"Tabtabagan",occ_configurations.res_citymun_11,res_brgy_220
TRUE,"Valenciano (Pob.)",occ_configurations.res_citymun_11,res_brgy_221
TRUE,"Binacag",occ_configurations.res_citymun_11,res_brgy_222
TRUE,"Bgy. No. 42, Apaya",occ_configurations.res_citymun_12,res_brgy_223
TRUE,"Bgy. No. 36, Araniw",occ_configurations.res_citymun_12,res_brgy_224
TRUE,"Bgy. No. 56-A, Bacsil North",occ_configurations.res_citymun_12,res_brgy_225
TRUE,"Bgy. No. 56-B, Bacsil South",occ_configurations.res_citymun_12,res_brgy_226
TRUE,"Bgy. No. 41, Balacad",occ_configurations.res_citymun_12,res_brgy_227
TRUE,"Bgy. No. 40, Balatong",occ_configurations.res_citymun_12,res_brgy_228
TRUE,"Bgy. No. 55-A, Barit-Pandan",occ_configurations.res_citymun_12,res_brgy_229
TRUE,"Bgy. No. 47, Bengcag",occ_configurations.res_citymun_12,res_brgy_230
TRUE,"Bgy. No. 50, Buttong",occ_configurations.res_citymun_12,res_brgy_231
TRUE,"Bgy. No. 60-A, Caaoacan",occ_configurations.res_citymun_12,res_brgy_232
TRUE,"Bry. No. 48-A, Cabungaan North",occ_configurations.res_citymun_12,res_brgy_233
TRUE,"Bgy. No. 48-B, Cabungaan South",occ_configurations.res_citymun_12,res_brgy_234
TRUE,"Bgy. No. 37, Calayab",occ_configurations.res_citymun_12,res_brgy_235
TRUE,"Bgy. No. 54-B, Camangaan",occ_configurations.res_citymun_12,res_brgy_236
TRUE,"Bgy. No. 58, Casili",occ_configurations.res_citymun_12,res_brgy_237
TRUE,"Bgy. No. 61, Cataban",occ_configurations.res_citymun_12,res_brgy_238
TRUE,"Bgy. No. 43, Cavit",occ_configurations.res_citymun_12,res_brgy_239
TRUE,"Bgy. No. 49-A, Darayday",occ_configurations.res_citymun_12,res_brgy_240
TRUE,"Bgy. No. 59-B, Dibua North",occ_configurations.res_citymun_12,res_brgy_241
TRUE,"Bgy. No. 59-A, Dibua South",occ_configurations.res_citymun_12,res_brgy_242
TRUE,"Bgy. No. 34-B, Gabu Norte East",occ_configurations.res_citymun_12,res_brgy_243
TRUE,"Bgy. No. 34-A, Gabu Norte West",occ_configurations.res_citymun_12,res_brgy_244
TRUE,"Bgy. No. 35, Gabu Sur",occ_configurations.res_citymun_12,res_brgy_245
TRUE,"Bgy. No. 32-C La Paz East",occ_configurations.res_citymun_12,res_brgy_246
TRUE,"Bgy. No. 33-B, La Paz Proper",occ_configurations.res_citymun_12,res_brgy_247
TRUE,"Bgy. No. 32-B, La Paz West",occ_configurations.res_citymun_12,res_brgy_248
TRUE,"Bgy. No. 54-A, Lagui-Sail",occ_configurations.res_citymun_12,res_brgy_249
TRUE,"Bgy. No. 32-A, La Paz East",occ_configurations.res_citymun_12,res_brgy_250
TRUE,"Bgy. No. 33-A, La Paz Proper",occ_configurations.res_citymun_12,res_brgy_251
TRUE,"Bgy. No. 52-B, Lataag",occ_configurations.res_citymun_12,res_brgy_252
TRUE,"Bgy. No. 60-B, Madiladig",occ_configurations.res_citymun_12,res_brgy_253
TRUE,"Bgy. No. 38-A, Mangato East",occ_configurations.res_citymun_12,res_brgy_254
TRUE,"Bgy. No. 38-B, Mangato West",occ_configurations.res_citymun_12,res_brgy_255
TRUE,"Bgy. No. 62-A, Navotas North",occ_configurations.res_citymun_12,res_brgy_256
TRUE,"Bgy. No. 62-B, Navotas South",occ_configurations.res_citymun_12,res_brgy_257
TRUE,"Bgy. No. 46, Nalbo",occ_configurations.res_citymun_12,res_brgy_258
TRUE,"Bgy. No. 51-A, Nangalisan East",occ_configurations.res_citymun_12,res_brgy_259
TRUE,"Bgy. No. 51-B, Nangalisan West",occ_configurations.res_citymun_12,res_brgy_260
TRUE,"Bgy. No. 24, Nstra. Sra. De Consolacion (Pob.)",occ_configurations.res_citymun_12,res_brgy_261
TRUE,"Bgy. No. 7-A, Nstra. Sra. De Natividad (Pob.)",occ_configurations.res_citymun_12,res_brgy_262
TRUE,"Bgy. No. 7-B, Nstra. Sra. De Natividad (Pob.)",occ_configurations.res_citymun_12,res_brgy_263
TRUE,"Bgy. No. 27, Nstra. Sra. De Soledad (Pob.)",occ_configurations.res_citymun_12,res_brgy_264
TRUE,"Bgy. No. 13, Nstra. Sra. De Visitacion (Pob.)",occ_configurations.res_citymun_12,res_brgy_265
TRUE,"Bgy. No. 3, Nstra. Sra. Del Rosario (Pob.)",occ_configurations.res_citymun_12,res_brgy_266
TRUE,"Bgy. No. 57, Pila",occ_configurations.res_citymun_12,res_brgy_267
TRUE,"Bgy. No. 49-B, Raraburan",occ_configurations.res_citymun_12,res_brgy_268
TRUE,"Bgy. No. 53, Rioeng",occ_configurations.res_citymun_12,res_brgy_269
TRUE,"Bgy. No. 55-B, Salet-Bulangon",occ_configurations.res_citymun_12,res_brgy_270
TRUE,"Bgy. No. 6, San Agustin (Pob.)",occ_configurations.res_citymun_12,res_brgy_271
TRUE,"Bgy. No. 22, San Andres (Pob.)",occ_configurations.res_citymun_12,res_brgy_272
TRUE,"Bgy. No. 28, San Bernardo (Pob.)",occ_configurations.res_citymun_12,res_brgy_273
TRUE,"Bgy. No. 17, San Francisco (Pob.)",occ_configurations.res_citymun_12,res_brgy_274
TRUE,"Bgy. No. 4, San Guillermo (Pob.)",occ_configurations.res_citymun_12,res_brgy_275
TRUE,"Bgy. No. 15, San Guillermo (Pob.)",occ_configurations.res_citymun_12,res_brgy_276
TRUE,"Bgy. No. 12, San Isidro (Pob.)",occ_configurations.res_citymun_12,res_brgy_277
TRUE,"Bgy. No. 16, San Jacinto (Pob.)",occ_configurations.res_citymun_12,res_brgy_278
TRUE,"Bgy. No. 10, San Jose (Pob.)",occ_configurations.res_citymun_12,res_brgy_279
TRUE,"Bgy. No. 1, San Lorenzo (Pob.)",occ_configurations.res_citymun_12,res_brgy_280
TRUE,"Bgy. No. 26, San Marcelino (Pob.)",occ_configurations.res_citymun_12,res_brgy_281
TRUE,"Bgy. No. 52-A, San Mateo",occ_configurations.res_citymun_12,res_brgy_282
TRUE,"Bgy. No. 23, San Matias (Pob.)",occ_configurations.res_citymun_12,res_brgy_283
TRUE,"Bgy. No. 20, San Miguel (Pob.)",occ_configurations.res_citymun_12,res_brgy_284
TRUE,"Bgy. No. 21, San Pedro (Pob.)",occ_configurations.res_citymun_12,res_brgy_285
TRUE,"Bgy. No. 5, San Pedro (Pob.)",occ_configurations.res_citymun_12,res_brgy_286
TRUE,"Bry. No. 18, San Quirino (Pob.)",occ_configurations.res_citymun_12,res_brgy_287
TRUE,"Bgy. No. 8, San Vicente (Pob.)",occ_configurations.res_citymun_12,res_brgy_288
TRUE,"Bgy. No. 9, Santa Angela (Pob.)",occ_configurations.res_citymun_12,res_brgy_289
TRUE,"Bgy. No. 11, Santa Balbina (Pob.)",occ_configurations.res_citymun_12,res_brgy_290
TRUE,"Bgy. No. 25, Santa Cayetana (Pob.)",occ_configurations.res_citymun_12,res_brgy_291
TRUE,"Bgy. No. 2, Santa Joaquina (Pob.)",occ_configurations.res_citymun_12,res_brgy_292
TRUE,"Bgy. No. 19, Santa Marcela (Pob.)",occ_configurations.res_citymun_12,res_brgy_293
TRUE,"Bgy. No. 30-B, Santa Maria",occ_configurations.res_citymun_12,res_brgy_294
TRUE,"Bgy. No. 39, Santa Rosa",occ_configurations.res_citymun_12,res_brgy_295
TRUE,"Bgy. No. 14, Santo Tomas (Pob.)",occ_configurations.res_citymun_12,res_brgy_296
TRUE,"Bgy. No. 29, Santo Tomas (Pob.)",occ_configurations.res_citymun_12,res_brgy_297
TRUE,"Bgy. No. 30-A, Suyo",occ_configurations.res_citymun_12,res_brgy_298
TRUE,"Bgy. No. 31, Talingaan",occ_configurations.res_citymun_12,res_brgy_299
TRUE,"Bgy. No. 45, Tangid",occ_configurations.res_citymun_12,res_brgy_300
TRUE,"Bgy. No. 55-C, Vira",occ_configurations.res_citymun_12,res_brgy_301
TRUE,"Bgy. No. 44, Zamboanga",occ_configurations.res_citymun_12,res_brgy_302
TRUE,"Pacifico (Agunit)",occ_configurations.res_citymun_13,res_brgy_303
TRUE,"Imelda (Capariaan)",occ_configurations.res_citymun_13,res_brgy_304
TRUE,"Elizabeth (Culao)",occ_configurations.res_citymun_13,res_brgy_305
TRUE,"Daquioag",occ_configurations.res_citymun_13,res_brgy_306
TRUE,"Escoda",occ_configurations.res_citymun_13,res_brgy_307
TRUE,"Ferdinand",occ_configurations.res_citymun_13,res_brgy_308
TRUE,"Fortuna",occ_configurations.res_citymun_13,res_brgy_309
TRUE,"Lydia (Pob.)",occ_configurations.res_citymun_13,res_brgy_310
TRUE,"Mabuti",occ_configurations.res_citymun_13,res_brgy_311
TRUE,"Valdez (Biding)",occ_configurations.res_citymun_13,res_brgy_312
TRUE,"Tabucbuc (Ragas)",occ_configurations.res_citymun_13,res_brgy_313
TRUE,"Santiago",occ_configurations.res_citymun_13,res_brgy_314
TRUE,"Cacafean",occ_configurations.res_citymun_13,res_brgy_315
TRUE,"Acnam",occ_configurations.res_citymun_14,res_brgy_316
TRUE,"Barangobong",occ_configurations.res_citymun_14,res_brgy_317
TRUE,"Barikir",occ_configurations.res_citymun_14,res_brgy_318
TRUE,"Bugayong",occ_configurations.res_citymun_14,res_brgy_319
TRUE,"Cabittauran",occ_configurations.res_citymun_14,res_brgy_320
TRUE,"Caray",occ_configurations.res_citymun_14,res_brgy_321
TRUE,"Garnaden",occ_configurations.res_citymun_14,res_brgy_322
TRUE,"Naguillan (Pagpag-ong)",occ_configurations.res_citymun_14,res_brgy_323
TRUE,"Poblacion",occ_configurations.res_citymun_14,res_brgy_324
TRUE,"Santo Niño",occ_configurations.res_citymun_14,res_brgy_325
TRUE,"Uguis",occ_configurations.res_citymun_14,res_brgy_326
TRUE,"Aggasi",occ_configurations.res_citymun_15,res_brgy_327
TRUE,"Baduang",occ_configurations.res_citymun_15,res_brgy_328
TRUE,"Balaoi",occ_configurations.res_citymun_15,res_brgy_329
TRUE,"Burayoc",occ_configurations.res_citymun_15,res_brgy_330
TRUE,"Caunayan",occ_configurations.res_citymun_15,res_brgy_331
TRUE,"Dampig",occ_configurations.res_citymun_15,res_brgy_332
TRUE,"Ligaya",occ_configurations.res_citymun_15,res_brgy_333
TRUE,"Pancian",occ_configurations.res_citymun_15,res_brgy_334
TRUE,"Pasaleng",occ_configurations.res_citymun_15,res_brgy_335
TRUE,"Poblacion 1",occ_configurations.res_citymun_15,res_brgy_336
TRUE,"Poblacion 2",occ_configurations.res_citymun_15,res_brgy_337
TRUE,"Saguigui",occ_configurations.res_citymun_15,res_brgy_338
TRUE,"Saud",occ_configurations.res_citymun_15,res_brgy_339
TRUE,"Subec",occ_configurations.res_citymun_15,res_brgy_340
TRUE,"Tarrag",occ_configurations.res_citymun_15,res_brgy_341
TRUE,"Caparispisan",occ_configurations.res_citymun_15,res_brgy_342
TRUE,"Bacsil",occ_configurations.res_citymun_16,res_brgy_343
TRUE,"Cabagoan",occ_configurations.res_citymun_16,res_brgy_344
TRUE,"Cabangaran",occ_configurations.res_citymun_16,res_brgy_345
TRUE,"Callaguip",occ_configurations.res_citymun_16,res_brgy_346
TRUE,"Cayubog",occ_configurations.res_citymun_16,res_brgy_347
TRUE,"Dolores",occ_configurations.res_citymun_16,res_brgy_348
TRUE,"Laoa",occ_configurations.res_citymun_16,res_brgy_349
TRUE,"Masintoc",occ_configurations.res_citymun_16,res_brgy_350
TRUE,"Monte",occ_configurations.res_citymun_16,res_brgy_351
TRUE,"Mumulaan",occ_configurations.res_citymun_16,res_brgy_352
TRUE,"Nagbacalan",occ_configurations.res_citymun_16,res_brgy_353
